"lang"
{ 
	"Language" "schinese" 

	"DOTA_Tooltip_ability_wraith_king_sceleton" 	 "噬骨术"
	"DOTA_Tooltip_ability_wraith_king_sceleton_Description" 	 "英雄夺取了他杀死的敌人的灵魂，增加了他自己的生命恢复速度。"
	"DOTA_Tooltip_ability_wraith_king_sceleton_bonus" 	 "提升护甲："
	"DOTA_Tooltip_ability_wraith_king_sceleton_stack_bonus" 	 "每个灵魂的生命恢复："
		
	"DOTA_Tooltip_ability_wraith_king_mortal_strike_lua" 	 "致命一击"
	"DOTA_Tooltip_ability_wraith_king_mortal_strike_lua_Description" 	 "冥王被动有机会在攻击时造成额外伤害。"
	"DOTA_Tooltip_ability_wraith_king_mortal_strike_lua_crit_mult" 	 "%暴击伤害："
	"DOTA_Tooltip_ability_wraith_king_mortal_strike_lua_crit_chance" 	 "％机会："
		
	"DOTA_Tooltip_ability_wraith_king_vampiric_aura_lua" 	 "吸血灵魂"
	"DOTA_Tooltip_ability_wraith_king_vampiric_aura_lua_Description" 	 "英雄每次攻击都会根据造成的伤害治愈自己。"
	"DOTA_Tooltip_ability_wraith_king_vampiric_aura_lua_vampiric_aura" 	 "%吸血："
		
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua" 	 "重生"
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua_Description" 	 "死亡后，英雄的身体会重新组装并在战场上复活。减速%slow_radius内的所有敌人。并且在复活后的%slow_duration%秒内无敌。"
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua_reincarnate_time" 	 "重生时间："
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua_movespeed" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua_attackslow" 	 "攻速降低："
	"DOTA_Tooltip_ability_wraith_king_reincarnation_lua_slow_duration" 	 "减速的持续时间："
		
	"DOTA_Tooltip_ability_npc_dota_hero_skeleton_king_tal1" 	 "+0.2 bonus 噬骨术"
	"DOTA_Tooltip_ability_npc_dota_hero_skeleton_king_tal2" 	 "+15% chance 致命一击"
	"DOTA_Tooltip_ability_npc_dota_hero_skeleton_king_tal3" 	 "吸血灵魂变光环"
	"DOTA_Tooltip_ability_npc_dota_hero_skeleton_king_tal4" 	 "Reincarnation deals attack damage to all surrounding enemies"
		
		
		//============================================================================================ CLINKZ =============================================================================================

	"DOTA_Tooltip_ability_clinkz_strafe_lua" 	 "扫射"
	"DOTA_Tooltip_ability_clinkz_strafe_lua_Description" 	 "大幅增加他的攻击速度和射程。"
	"DOTA_Tooltip_ability_clinkz_strafe_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_clinkz_strafe_lua_range" 	 "攻击距离提升："
	"DOTA_Tooltip_ability_clinkz_strafe_lua_bonus_as" 	 "攻击速度提升："
		
	"DOTA_Tooltip_ability_clinkz_searing_arrows_lua" 	 "灼热之箭"
	"DOTA_Tooltip_ability_clinkz_searing_arrows_lua_Description" 	 "为英雄的箭注入火焰，增加它的伤害。"
	"DOTA_Tooltip_ability_clinkz_searing_arrows_lua_bonus_damage" 	 "攻击力提升："
		
	"DOTA_Tooltip_ability_clinkz_skeleton_walk_lua" 	 "骨隐步"
	"DOTA_Tooltip_ability_clinkz_skeleton_walk_lua_Description" 	 "英雄变得隐身并穿过其他生物，直到他攻击或使用物品。"
	"DOTA_Tooltip_ability_clinkz_skeleton_walk_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_clinkz_skeleton_walk_lua_bonus_ms" 	 "%额外移动速度："
		
	"DOTA_Tooltip_ability_clinkz_ult_lua" 	 "燃烧之军"
	"DOTA_Tooltip_ability_clinkz_ult_lua_Description" 	 "攻击英雄召唤骷髅弓箭手助攻，他们拥有英雄的基础伤害和灼热之箭技能。"
	"DOTA_Tooltip_ability_clinkz_ult_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_clinkz_ult_lua_count" 	 "攻击力："
	"DOTA_Tooltip_ability_clinkz_ult_lua_archers" 	 "马克斯·阿奇尼科夫："

	"DOTA_Tooltip_ability_npc_dota_hero_clinkz_tal1" 	 "+2s 扫射持续时间"
	"DOTA_Tooltip_ability_npc_dota_hero_clinkz_tal2" 	 "+50 灼热之箭伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_clinkz_tal3" 	 "在扫射期间攻击 2 个目标"
	"DOTA_Tooltip_ability_npc_dota_hero_clinkz_tal4" 	 "召唤燃烧之军所需攻击次数 -1"


		//============================================================================================ LYCAN =============================================================================================

	"DOTA_Tooltip_ability_lycan_double_hit" 	 "双重噬咬"
	"DOTA_Tooltip_ability_lycan_double_hit_Description" 	 "英雄快速攻击他的目标两次，的每一次攻击都会减慢敌人的速度。"
	"DOTA_Tooltip_ability_lycan_double_hit_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_lycan_double_hit_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_lycan_double_hit_slow_as" 	 "攻击速度减慢："

	"DOTA_Tooltip_ability_lycan_howl_lua" 	 "嗥叫"
	"DOTA_Tooltip_ability_lycan_howl_lua_Description" 	 "增加英雄和他的盟友的攻击和移动速度。"
	"DOTA_Tooltip_ability_lycan_howl_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_lycan_howl_lua_as" 	 "攻击速度提升："
	"DOTA_Tooltip_ability_lycan_howl_lua_movespeed" 	 "%额外移动速度："
	"DOTA_Tooltip_ability_lycan_howl_lua_radius" 	 "半径："
		
	"DOTA_Tooltip_ability_lycan_feral_lua" 	 "野性之心"
	"DOTA_Tooltip_ability_lycan_feral_lua_Description" 	 "增加英雄的攻击力和护甲。"
	"DOTA_Tooltip_ability_lycan_feral_lua_damage" 	 "%额外攻击："
	"DOTA_Tooltip_ability_lycan_feral_lua_armor" 	 "提升护甲："

	"DOTA_Tooltip_ability_lycan_shapeshift_lua" 	 "变形"
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_Description" 	 "英雄以狼的形式出现。在此能力期间，英雄移动速度加快，获得生命值加成并有机会发动致命一击。"
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_chance" 	 "%暴击率："
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_mult" 	 "%暴击伤害："
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_ms" 	 "移动速度："
	"DOTA_Tooltip_ability_lycan_shapeshift_lua_hp" 	 "最大生命值："
		
	"DOTA_Tooltip_ability_npc_dota_hero_lycan_tal1" 	 "+25% 嚎叫基础伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_lycan_tal2" 	 "х2野性之心效果"
	"DOTA_Tooltip_ability_npc_dota_hero_lycan_tal3" 	 "双重噬咬的第一次攻击会造成 100% 的溅射"
	"DOTA_Tooltip_ability_npc_dota_hero_lycan_tal4" 	 "变形可以对盟友施放"

		//============================================================================================ SVEN =============================================================================================
		
	"DOTA_Tooltip_ability_sven_storm_bolt_lua" 	 "风暴之锤"
	"DOTA_Tooltip_ability_sven_storm_bolt_lua_Description" 	 "英雄释放他的魔法手套的全部力量，在小范围内对受害者和他们的盟友造成伤害和昏迷。期间增加他的移动和攻击速度。"
	"DOTA_Tooltip_ability_sven_storm_bolt_lua_bolt_damage" 	 "伤害："
	"DOTA_Tooltip_ability_sven_storm_bolt_lua_bolt_stun_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_sven_storm_bolt_lua_bolt_aoe" 	 "半径："
	"DOTA_Tooltip_ability_sven_storm_bolt_lua_buff" 	 "额外攻击和移动速度："

	"DOTA_Tooltip_ability_sven_great_cleave_lua" 	 "顺劈斩"
	"DOTA_Tooltip_ability_sven_great_cleave_lua_Description" 	 "英雄的强大攻击贯穿受害者，击中他面前的所有敌人。"
	"DOTA_Tooltip_ability_sven_great_cleave_lua_Lore" 	 "守夜人骑士团仍然希望找回被叛乱的侍僧偷走的流浪者之刃，这是一种能够切断整个弱小战士队伍的武器。"
	"DOTA_Tooltip_ability_sven_great_cleave_lua_great_cleave_damage" 	 "%分裂伤害："
		
	"DOTA_Tooltip_ability_sven_warcry_lua" "战吼"
	"DOTA_Tooltip_ability_sven_warcry_lua_Description" "战吼提升盟友英雄的精神并增加他们的护甲和伤害 %warcry_duration% 秒。"
	"DOTA_Tooltip_ability_sven_warcry_lua_radius" "半径："
	"DOTA_Tooltip_ability_sven_warcry_lua_warcry_movespeed" "%奖励速度："
	"DOTA_Tooltip_ability_sven_warcry_lua_warcry_armor" "可选装甲："
	"DOTA_Tooltip_ability_sven_warcry_lua_warcry_duration" "持续时间："
	"DOTA_Tooltip_ability_sven_warcry_lua_warcry_radius" "半径："
		
	"DOTA_Tooltip_ability_sven_gods_strength_lua" 	 "神之力量"
	"DOTA_Tooltip_ability_sven_gods_strength_lua_Description" 	 "英雄集中他无法控制的力量，获得 %abilityduration% 秒的攻击力加成。"
	"DOTA_Tooltip_ability_sven_gods_strength_lua_gods_strength_damage" 	 "%额外攻击力："
		
	"DOTA_Tooltip_ability_npc_dota_hero_sven_tal1" 	 "战吼给予额外魔法抗性"
	"DOTA_Tooltip_ability_npc_dota_hero_sven_tal2" 	 "+175 风暴之锤伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_sven_tal3" 	 "神之力量光环效果"
	"DOTA_Tooltip_ability_npc_dota_hero_sven_tal4" 	 "+100% 神之力量攻击力加成"

		//============================================================================================ APPARITION =============================================================================================
		
	"DOTA_Tooltip_ability_ancient_apparition_cold_feet_lua" 	 "寒冰之足"
	"DOTA_Tooltip_ability_ancient_apparition_cold_feet_lua_Description" 	 "对敌人施加冰霜法术，使他们冻结在原地，失去一些魔法抗性，并随着时间的推移受到伤害。"
	"DOTA_Tooltip_ability_ancient_apparition_cold_feet_lua_damage" 	 "每秒伤害输出："
	"DOTA_Tooltip_ability_ancient_apparition_cold_feet_lua_duration" 	 "眩晕时间："
	"DOTA_Tooltip_ability_ancient_apparition_cold_feet_lua_resist" 	 "减少魔法抗性百分比："
		
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua" 	 "冰霜漩涡"
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua_Description" 	 "在自身周围制造一股冰冷的能量旋风，增加对该区域内敌人的魔法伤害并减缓他们的速度。"
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua_slow" 	 "％移速降低："
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua_damage" 	 "% 增加的魔法伤害："
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua_radius" 	 "漩涡半径："
	"DOTA_Tooltip_ability_ancient_apparition_ice_vortex_lua_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_lua" 	 "寒冰之触"
	"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_lua_Description" 	 "增加你下一次攻击的范围。并造成大量魔法伤害。"
	"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_lua_int" 	 "%智力额外伤害："
	"DOTA_Tooltip_ability_ancient_apparition_chilling_touch_lua_attack_range_bonus" 	 "额外攻击距离："

	"DOTA_Tooltip_ability_ancient_apparition_ice_blast_lua" 	 "冰晶爆轰"
	"DOTA_Tooltip_ability_ancient_apparition_ice_blast_lua_Description" 	 "每次攻击都会减慢敌人的速度，随着时间的推移造成伤害，并阻止目标恢复生命。"
	"DOTA_Tooltip_ability_ancient_apparition_ice_blast_lua_duration" 	 "霜冻持续时间："
	"DOTA_Tooltip_ability_ancient_apparition_ice_blast_lua_slow" 	 "％移动速度减慢："
	"DOTA_Tooltip_ability_ancient_apparition_ice_blast_lua_damage" 	 "每秒伤害："
		
	"DOTA_Tooltip_ability_npc_dota_hero_ancient_apparition_tal1" 	 "寒冰之触击退目标"
	"DOTA_Tooltip_ability_npc_dota_hero_ancient_apparition_tal2" 	 "+100 寒冰知足伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_ancient_apparition_tal3" 	 "-2 秒寒冰之触冷却"
	"DOTA_Tooltip_ability_npc_dota_hero_ancient_apparition_tal4" 	 "x2 寒冰之足抗性降低"
		
		//============================================================================================ TEMPLAR ASSASSIN =============================================================================================


	"DOTA_Tooltip_ability_templar_assassin_refraction_lua" 	 "折光"
	"DOTA_Tooltip_ability_templar_assassin_refraction_lua_Description" 	 "英雄用光覆盖自己，避免任何伤害并在攻击中造成更多伤害。英雄的每次攻击或针对英雄的每次攻击都会消耗一层盾牌充能。"
	"DOTA_Tooltip_ability_templar_assassin_refraction_lua_instances" 	 "效果次数："
	"DOTA_Tooltip_ability_templar_assassin_refraction_lua_bonus_damage" 	 "攻击力提升："
	"DOTA_Tooltip_ability_templar_assassin_refraction_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_templar_assassin_meld_lua" 	 "隐匿"
	"DOTA_Tooltip_ability_templar_assassin_meld_lua_Description" 	 "英雄的攻击造成额外伤害并降低受害者的护甲，持续 3 秒。"
	"DOTA_Tooltip_ability_templar_assassin_meld_lua_bonus_damage" 	 "攻击力提升："
	"DOTA_Tooltip_ability_templar_assassin_meld_lua_bonus_armor" 	 "护甲削减："
	"DOTA_Tooltip_ability_templar_assassin_meld_lua_duration" 	 "护甲减少持续时间："
		
	"DOTA_Tooltip_ability_templar_assassin_psi_blades_lua" 	 "灵能之刃"
	"DOTA_Tooltip_ability_templar_assassin_psi_blades_lua_Description" 	 "英雄的灵刃刺穿攻击目标，对身后的敌人造成一半伤害，同时增加英雄的攻击范围。"
	"DOTA_Tooltip_ability_templar_assassin_psi_blades_lua_bonus_attack_range" 	 "额外攻击范围："
	"DOTA_Tooltip_ability_templar_assassin_psi_blades_lua_attack_spill_range" 	 "穿透范围："
	"DOTA_Tooltip_ability_templar_assassin_psi_blades_lua_attack_spill_pct" 	 "每次穿透造成的伤害百分比："
		
	"DOTA_Tooltip_ability_templar_assassin_trap_lua" 	 "灵能陷阱"
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_Description" 	 "英雄在他身下放置一个标记，英雄可以传送到最近的标记，在出发和到达的地方造成伤害并减速敌人。"
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_slow_duration" 	 "减速持续时间："
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_duration" 	 "陷阱寿命："
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_damage" 	 "每秒伤害："
	
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_teleport" 	 "灵能传送"
	"DOTA_Tooltip_ability_templar_assassin_trap_lua_teleport_Description" 	 "移动！"

		
	"DOTA_Tooltip_ability_npc_dota_hero_templar_assassin_tal1" 	 "-6 隐匿额外护甲降低"
	"DOTA_Tooltip_ability_npc_dota_hero_templar_assassin_tal2" 	 "+6 折射效果次数"
	"DOTA_Tooltip_ability_npc_dota_hero_templar_assassin_tal3" 	 "+25% 灵能之刃穿透伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_templar_assassin_tal4" 	 "+150 灵能陷阱伤害"
		
		
		//============================================================================================ MUERTA =============================================================================================

	"DOTA_Tooltip_ability_muerta_dead_shot_lua" 	 "绝杀"
	"DOTA_Tooltip_ability_muerta_dead_shot_lua_Description" 	 "英雄射出一颗幽灵般的子弹，穿透其路径上的所有敌人，造成伤害并使他们减速 100%。"
	"DOTA_Tooltip_ability_muerta_dead_shot_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_muerta_dead_shot_lua_duration" 	 "缓慢的持续时间："
		
	"DOTA_Tooltip_ability_muerta_the_calling_lua" 	 "死亡印记"
	"DOTA_Tooltip_ability_muerta_the_calling_lua_Description" 	 "召唤死亡印记。其中的敌人移动和攻击速度变慢，并增加对他们的魔法伤害。"
	"DOTA_Tooltip_ability_muerta_the_calling_lua_spell_ampl" 	 "%额外伤害："
	"DOTA_Tooltip_ability_muerta_the_calling_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_muerta_the_calling_lua_aura_movespeed_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_muerta_the_calling_lua_aura_attackspeed_slow" 	 "慢攻："
		
	"DOTA_Tooltip_ability_muerta_gunslinger_lua" 	 "神枪在手"
	"DOTA_Tooltip_ability_muerta_gunslinger_lua_Description" 	 "每次攻击，英雄都有机会向随机目标额外开一枪。"
	"DOTA_Tooltip_ability_muerta_gunslinger_lua_double_shot_chance" 	 "％几率："
		
	"DOTA_Tooltip_ability_muerta_pierce_the_veil_lua" 	 "幽灵面纱"
	"DOTA_Tooltip_ability_muerta_pierce_the_veil_lua_Description" 	 "英雄进入虚体形态，获得对物理伤害的免疫力和穿越生物的能力。虽然是虚体，但英雄可以攻击，对英雄的魔法伤害增加。攻击伤害增加并变为魔法，这使得英雄能够攻击其他虚体生物，但此类攻击不会伤害技能免疫目标。"
	"DOTA_Tooltip_ability_muerta_pierce_the_veil_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_muerta_pierce_the_veil_lua_base_damage_pct" 	 "% 增加英雄的魔法伤害："
	"DOTA_Tooltip_ability_muerta_pierce_the_veil_lua_bonus_damage" 	 "攻击力提升："

	"DOTA_Tooltip_ability_npc_dota_hero_muerta_1" 	 "+100绝杀伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_muerta_2" 	 "+15% 死亡印记加深魔法伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_muerta_3" 	 "+20% 神枪在手几率"
	"DOTA_Tooltip_ability_npc_dota_hero_muerta_4" 	 "幽灵面纱的不再受到额外魔法伤害"
		
		//============================================================================================ FACELESS VOID =============================================================================================

	"DOTA_Tooltip_ability_time_walk_lua" 	 "时间漫步"
	"DOTA_Tooltip_ability_time_walk_lua_Description" 	 "穿越时间并恢复在最后 2 秒内损失的生命值。"
	"DOTA_Tooltip_ability_time_walk_lua_time" 	 "伤害取消时间："
		
	"DOTA_Tooltip_ability_backtrack_lua" 	 "回溯"
	"DOTA_Tooltip_ability_backtrack_lua_Description" 	 "有小几率完全避免伤害。"
	"DOTA_Tooltip_ability_backtrack_lua_chance" 	 "％机会："
		
	"DOTA_Tooltip_ability_time_lock_lua" 	 "时间锁定"
	"DOTA_Tooltip_ability_time_lock_lua_Description" 	 "攻击时有几率停止敌方生物的时间，使其再次受到攻击。"
	"DOTA_Tooltip_ability_time_lock_lua_chance" 	 "％机会："
	"DOTA_Tooltip_ability_time_lock_lua_damage" 	 "增加伤害："
	"DOTA_Tooltip_ability_time_lock_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_faceless_void_chronosphere_lua" 	 "时间碰撞"
	"DOTA_Tooltip_ability_faceless_void_chronosphere_lua_Description" 	 "创造一个冻结空间和时间的球体。它冻结其中的一切，它的主人和他控制的生物在其中移动速度加快。可以显示隐身单位。"
	"DOTA_Tooltip_ability_faceless_void_chronosphere_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_faceless_void_chronosphere_lua_radius" 	 "半径："

	"DOTA_Tooltip_ability_npc_dota_hero_faceless_void_1" 	 "+15% 时间锁定几率"
	"DOTA_Tooltip_ability_npc_dota_hero_faceless_void_2" 	 "+10% 回溯几率"
	"DOTA_Tooltip_ability_npc_dota_hero_faceless_void_3" 	 "时间漫游对所有敌人造成时间锁定伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_faceless_void_4" 	 "-40s 时间结界冷却时间"
		
		//============================================================================================ TIDEHUNTER =============================================================================================		
		
	"DOTA_Tooltip_ability_tidehunter_gush_lua" 	 "巨浪"
	"DOTA_Tooltip_ability_tidehunter_gush_lua_description" 	 "召唤一股水流，对敌人造成伤害并降低他们的移动速度和护甲。"
	"DOTA_Tooltip_ability_tidehunter_gush_lua_gush_damage" 	 "伤害："
	"DOTA_Tooltip_ability_tidehunter_gush_lua_movement_speed" 	 "％移动速度减慢："
	"DOTA_Tooltip_ability_tidehunter_gush_lua_negative_armor" 	 "护甲削减："

	"DOTA_Tooltip_ability_tidehunter_kraken_shell_lua" 	 "海妖外壳"
	"DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_description" 	 "增厚英雄皮肤，抵挡部分物理伤害。当受到的伤害达到一定限度时，该技能会重置所有debuff。效果不与其他抵挡物理伤害的物品叠加。"
	"DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_damage_cleanse" 	 "伤害极限："
	"DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_damage_reduction" 	 "伤害格挡："
	"DOTA_Tooltip_ability_tidehunter_kraken_shell_lua_damage_reset_interval" 	 "冷却时间："

	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua" 	 "锚击"
	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_description" 	 "扫荡强大的锚对附近的敌人造成等同于英雄攻击的伤害，并减少他们攻击造成的伤害。"
	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_attack_damage" 	 "攻击力提升："
	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_damage_reduction" 	 "％减少伤害："
	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_tidehunter_anchor_smash_lua_reduction_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_tidehunter_ravage_lua" 	 "毁灭"
	"DOTA_Tooltip_ability_tidehunter_ravage_lua_description" 	 "震动地面并向四面八方发出触手，对附近的所有敌人造成伤害和眩晕。"
	"DOTA_Tooltip_ability_tidehunter_ravage_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_tidehunter_ravage_lua_radius" 	 "半径："
		
	"DOTA_Tooltip_ability_npc_dota_hero_tidehunter_1" 	 "+25 海妖贝壳格挡伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_tidehunter_2" 	 "范围巨浪"
	"DOTA_Tooltip_ability_npc_dota_hero_tidehunter_3" 	 "-50% 毁灭CD"
	"DOTA_Tooltip_ability_npc_dota_hero_tidehunter_4" 	 "攻击时有 50% 几率触发锚击"
		
	//============================================================================================ OGRE MAGE =============================================================================================
	
	"DOTA_Tooltip_ability_ogre_magi_fireblast_lua" 	 "火焰爆轰"
	"DOTA_Tooltip_ability_ogre_magi_fireblast_lua_Description" 	 "用火焰波攻击敌人，对目标造成伤害和眩晕。"
	"DOTA_Tooltip_ability_ogre_magi_fireblast_lua_stun_duration" 	 "眩晕时间："
	"DOTA_Tooltip_ability_ogre_magi_fireblast_lua_fireblast_damage" 	 "伤害："

	"DOTA_Tooltip_ability_ogre_magi_ignite_lua" 	 "点燃"
	"DOTA_Tooltip_ability_ogre_magi_ignite_lua_Description" 	 "将一个目标和另一个随机生物浸泡在挥发性物质中，让他们着火。受害者会遭受难以置信的痛苦，受到伤害，并且移动速度变慢。"
	"DOTA_Tooltip_ability_ogre_magi_ignite_lua_burn_damage" 	 "损坏时间："
	"DOTA_Tooltip_ability_ogre_magi_ignite_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_ogre_magi_ignite_lua_slow_movement_speed_pct" 	 "移速减慢："
	"DOTA_Tooltip_ability_ogre_magi_ignite_lua_abilitycastrange" 	 "施法范围："

	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua" 	 "嗜血术"
	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua_Description" 	 "激怒一个盟友，增加他们的攻击和移动速度。自身可以更多的攻击速度。可以在塔上施放。"
	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua_bonus_movement_speed" 	 "%额外移动速度："
	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua_bonus_attack_speed" 	 "攻击速度提升："
	"DOTA_Tooltip_ability_ogre_magi_bloodlust_lua_self_bonus" 	 "自身攻击速度提升："

	"DOTA_Tooltip_ability_ogre_magi_multicast_lua" 	 "多重施法"
	"DOTA_Tooltip_ability_ogre_magi_multicast_lua_Description" 	 "允许英雄的能力和物品每次施法触发多次。"
	"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_2_times_tooltip" 	 "%几率 2 X："
	"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_3_times_tooltip" 	 "%几率 3 X："
	"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_4_times_tooltip" 	 "%几率 4 X："

	"DOTA_Tooltip_ability_npc_dota_hero_ogre_magi_1" 	 "+80 火焰爆轰伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_ogre_magi_2" 	 "+20 点燃伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_ogre_magi_3" 	 "+40 嗜血攻击速度"
	"DOTA_Tooltip_ability_npc_dota_hero_ogre_magi_4" 	 "攻击时有 15% 的几率产生火焰爆轰（无眩晕）"
	
	//============================================================================================ HOODWINK =============================================================================================
						
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua" 	 "橡子射击"
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_Description" 	 "发射可以弹跳的橡子，减速并根据攻击伤害的百分比对他们造成基础伤害。\n可以在一个点上施放以创建一棵树，在使橡子弹向附近的敌人。如果你开启自动施法，该技能将始终施放于一个点上。"
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_bonus_range" 	 "额外攻击范围："
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_bounce_count" 	 "弹跳次数："
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_debuff_duration" 	 "减速持续时间："
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_acorn_shot_damage" 	 "基础伤害："
	"DOTA_Tooltip_ability_hoodwink_acorn_shot_lua_base_damage_pct" 	 "% 攻击伤害率："

	"DOTA_Tooltip_ability_hoodwink_bushwhack_lua" 	 "丛林狂欢"
	"DOTA_Tooltip_ability_hoodwink_bushwhack_lua_Description" 	 "如果目标区域有树木，则投掷陷阱网使敌人昏迷。受害者受到伤害，被拉到最近的树上，并在昏迷期间失去视野。"
	"DOTA_Tooltip_ability_hoodwink_bushwhack_lua_trap_radius" 	 "半径："
	"DOTA_Tooltip_ability_hoodwink_bushwhack_lua_debuff_duration" 	 "眩晕时间："
	"DOTA_Tooltip_ability_hoodwink_bushwhack_lua_total_damage" 	 "总伤害："

	"DOTA_Tooltip_ability_hoodwink_scurry_lua" 	 "疾走"
	"DOTA_Tooltip_ability_hoodwink_scurry_lua_Description" 	 "激活后，此能力会提高移动速度，增加闪避，并让你穿过生物和树木。"
	"DOTA_Tooltip_ability_hoodwink_scurry_lua_movement_speed_pct" 	 "%额外移动速度："
	"DOTA_Tooltip_ability_hoodwink_scurry_lua_duration" 	 "效果持续时间："
	"DOTA_Tooltip_ability_hoodwink_scurry_lua_evasion" 	 "%回避："

	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua" 	 "一箭穿心"
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_Description" 	 "英雄失去了移动的能力，并准备用他的十字弓进行致命一击。它会穿透其路径上的一切并对敌人造成巨大伤害，减缓他们的速度并造成破坏效果。"
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_max_charge_time" 	 "最大准备时间："
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_max_damage" 	 "最大伤害："
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_max_slow_debuff_duration" 	 "最大效果持续时间："
	"DOTA_Tooltip_ability_hoodwink_sharpshooter_lua_slow_move_pct" 	 "%移动速度减缓："

